Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm)
2015-01-06,2015,1,6,-7.88,-12.84,-10.4,0,0.24,0.16,0.2
2015-01-07,2015,1,7,-9.34,-18.58,-13.98,0,0.12,0.18,0.4
2015-01-08,2015,1,8,-8.38,-16.26,-12.36,0,0.76,0.8,0.4
2015-01-09,2015,1,9,-5.4,-12.5,-8.98,0,0.84,0.72,1.2
2015-01-10,2015,1,10,-8.66,-15.1,-11.9,0,0,0,1.8
2015-01-11,2015,1,11,0.06,-10.88,-5.44,0,0.56,0.16,1.2
2015-01-12,2015,1,12,-0.32,-13.82,-7.08,0,0.96,0.92,2
2015-01-13,2015,1,13,-10.44,-20.46,-15.48,0,0,0.04,2
2015-01-14,2015,1,14,-3.74,-14.18,-8.98,0,0,0,1.6
2015-01-15,2015,1,15,-2.34,-12.32,-7.34,0,0,0.04,1.4
2015-01-16,2015,1,16,-3.44,-12.78,-8.14,0,0.56,0.12,1.4
2015-01-17,2015,1,17,3.72,,,0.04,0.2,0.16,1.4
2015-01-18,2015,1,18,4.96,-2.36,1.32,0.96,0.04,1.36,0.8
2015-01-19,2015,1,19,0.2,-7.98,-3.9,0,0.04,0.04,0
2015-01-20,2015,1,20,-5.78,-12.86,-9.34,0,0,0,0
2015-01-21,2015,1,21,-3.06,-13.34,-8.24,0,0,0,0
2015-01-22,2015,1,22,0.34,-9.12,-4.42,0,0,0,0
2015-01-23,2015,1,23,1.4,-4.58,-1.62,0,0,0,0
2015-01-24,2015,1,24,0.74,-5.28,-2.28,0.08,0.08,0.12,0
2015-01-25,2015,1,25,-3.44,-12.5,-7.98,0,0,0,0
2015-01-26,2015,1,26,-7.62,-14.08,-10.88,0,0.36,0.16,0
2015-01-27,2015,1,27,-5.56,-12,-8.82,0,0.24,0.24,0.6
2015-01-28,2015,1,28,-0.84,-13.18,-7.04,0,0,0,0.2
2015-01-29,2015,1,29,0.34,-6.24,-2.98,0.14,4.1,5.92,0.2
2015-01-30,2015,1,30,-3.08,-14.5,-8.82,0,0,0.04,4
2015-01-31,2015,1,31,-2.42,-17.44,-9.96,0,0,0,3.2
2015-02-01,2015,2,1,-3.74,-14.02,-8.9,0,7.4,7.48,3
2015-02-02,2015,2,2,-10.92,-15.56,-13.26,0,3.4,4.3,13
2015-02-03,2015,2,3,-4.2,-14.98,-9.6,0,0.44,0.36,12.6
2015-02-04,2015,2,4,-1.12,-8.74,-4.96,0,0.84,0.92,11.2
2015-02-05,2015,2,5,-8.66,-14.86,-11.78,0,0.2,0.08,11.4
2015-02-06,2015,2,6,-3.72,-12.24,-8,0,0.8,0.64,11.2
2015-02-07,2015,2,7,-2.4,-7.66,-5.04,0,3.48,4.82,10.8
2015-02-08,2015,2,8,-8.16,-12.64,-10.42,0,1.8,1,13
2015-02-09,2015,2,9,-9.24,-13.16,-11.24,0,0,0.6,14
2015-02-10,2015,2,10,-3.96,-10.46,-7.22,0,0,0,13.6
2015-02-11,2015,2,11,-1.78,-8.98,-5.42,0,1.22,0.88,11.2
2015-02-12,2015,2,12,-4.3,-18.2,-11.28,0,0.06,0.1,11.6
2015-02-13,2015,2,13,-8.3,-22.56,-15.46,0,0.38,0.26,11.4
2015-02-14,2015,2,14,-6.3,-18.82,-12.58,0,0.52,0.42,11.8
2015-02-15,2015,2,15,-19.26,-25.76,-22.54,0,0,0.04,11.6
2015-02-16,2015,2,16,-12.22,-23.8,-18.02,0,0,0,11.2
2015-02-17,2015,2,17,-7.94,-16.48,-12.24,0,0,0,10.6
2015-02-18,2015,2,18,-7.72,-14.8,-11.28,0,0.76,0.54,10.2
2015-02-19,2015,2,19,-14.34,-20.92,-17.66,0,0,0,10.6
2015-02-20,2015,2,20,-11.92,-22.4,-17.16,0,0.2,0.12,10.6
2015-02-21,2015,2,21,-6.94,-14.74,-10.86,0,5.6,5.46,11
2015-02-22,2015,2,22,-3.32,-17.12,-10.24,0,0.28,0.32,15.2
2015-02-23,2015,2,23,-14.28,-21.14,-17.72,0,0,0,15.4
2015-02-24,2015,2,24,-8,-19.14,-13.58,0,0.04,0.08,15
2015-02-25,2015,2,25,-7.82,-15.28,-11.58,0,0,0,14
2015-02-26,2015,2,26,-9.56,-17.52,-13.58,0,0,0,13.8
2015-02-27,2015,2,27,-9.02,-20.6,-14.82,0,0,0,13.8
2015-02-28,2015,2,28,-4.4,-17.62,-11.04,0,0,0,13.6
2015-03-01,2015,3,1,-3.08,-12.56,-7.84,0,0,0,12.4
2015-03-02,2015,3,2,-1.98,-10.2,-6.12,0,0.08,0.08,11.6
2015-03-03,2015,3,3,-0.12,-13.4,-6.78,0.6,1.96,4.42,11.2
2015-03-04,2015,3,4,0.66,-9.92,-4.66,0,0,0.42,11.8
2015-03-05,2015,3,5,-9.16,-15.9,-12.54,0,0,0,11.8
2015-03-06,2015,3,6,-4.86,-17.7,-11.32,0,0,0,8.2
2015-03-07,2015,3,7,-0.78,-6.78,-3.8,0,0.32,0.2,11.2
2015-03-08,2015,3,8,2.54,-5.36,-1.42,0,0,0,11.2
2015-03-09,2015,3,9,6.04,-2.12,1.98,0,0,0,10.8
2015-03-10,2015,3,10,5,-3.48,0.76,0,0,0,8.8
2015-03-11,2015,3,11,8.36,1.12,4.76,0,0,0.1,6.8
2015-03-12,2015,3,12,3.64,-2.36,0.68,0,0,0,4.6
2015-03-13,2015,3,13,4.32,-1.88,1.24,0,0,0,3.4
2015-03-14,2015,3,14,5.62,0.84,3.24,0.08,0,0.38,2.6
2015-03-15,2015,3,15,6.5,-0.24,3.14,0,0,0,1.6
2015-03-16,2015,3,16,9.46,-0.44,4.54,1.12,0,2.08,1
2015-03-17,2015,3,17,5.1,-3.2,0.98,0.2,0.04,0.4,0.2
2015-03-18,2015,3,18,2.68,-5.76,-1.54,0,0,0,0
2015-03-19,2015,3,19,2.18,-7.22,-2.54,0,0,0,0
2015-03-20,2015,3,20,7.48,-1.42,3.04,0.92,0,0.92,0
2015-03-21,2015,3,21,6.28,-4.36,1,1.36,0.04,2.9,0
2015-03-22,2015,3,22,-1.58,-10.1,-5.88,0,0.12,0.08,0
2015-03-23,2015,3,23,-2.88,-11.28,-7.1,0,0,0,0
2015-03-24,2015,3,24,2.16,-9.36,-3.64,0,0,0,0
2015-03-25,2015,3,25,6.24,-3.94,1.16,1.88,0,2.98,0
2015-03-26,2015,3,26,5.58,0.58,3.1,0.16,0,0.74,0
2015-03-27,2015,3,27,0.52,-7.16,-3.34,0,0,0,0
2015-03-28,2015,3,28,-1.04,-10.8,-5.94,0,0,0,0
2015-03-29,2015,3,29,5.58,-8.62,-1.54,0.08,0,0.08,0
2015-03-30,2015,3,30,7.72,-1.84,2.96,0.08,0,0.08,0
2015-03-31,2015,3,31,6.08,-2.78,1.68,0,0,0,0
2015-04-01,2015,4,1,7.06,-3.28,1.92,0,0,0,0
2015-04-02,2015,4,2,15,1.14,8.1,2.48,0,3.72,0
2015-04-03,2015,4,3,14.06,1.6,7.86,2.4,0,3.42,0
2015-04-04,2015,4,4,5.94,-1.08,2.46,0,1.08,1.2,0.4
2015-04-05,2015,4,5,2.34,-2.44,-0.06,0,0,0.08,1
2015-04-06,2015,4,6,,-0.48,,0,0,0,0
2015-04-07,2015,4,7,8.16,0.98,4.58,0.16,0,0.16,0
2015-04-08,2015,4,8,3.62,1.22,2.44,9.04,0,15.4,0
2015-04-09,2015,4,9,9.68,1.46,5.6,8.06,0,12.46,0
2015-04-10,2015,4,10,16.58,4.22,10.4,0.92,0,1.82,0
2015-04-11,2015,4,11,11.4,2.44,6.96,0,0,0,0
2015-04-12,2015,4,12,17.52,0.84,9.2,0,0,0,0
2015-04-13,2015,4,13,21.5,4.54,13.04,3.2,0,4.58,0
2015-04-14,2015,4,14,17.4,2.66,10.06,0,0,0,0
2015-04-15,2015,4,15,15.18,4,9.62,0,0,0,0
2015-04-16,2015,4,16,15.16,2.9,9.06,0.84,0,1.14,0
2015-04-17,2015,4,17,21.06,7.4,14.24,0,0,0.1,0
2015-04-18,2015,4,18,19.96,5.52,12.76,0,0,0,0
2015-04-19,2015,4,19,12.36,3.58,8,8.44,0,11.88,0
2015-04-20,2015,4,20,15.44,4.5,10,8.8,0,18.82,0
2015-04-21,2015,4,21,10.48,3.86,7.18,2.48,0,4.5,0
2015-04-22,2015,4,22,8.34,0.42,4.42,0.44,0.08,0.58,0
2015-04-23,2015,4,23,3,-0.84,1.1,0,0,0,0
2015-04-24,2015,4,24,7.6,-1.74,2.96,0,0,0,0
2015-04-25,2015,4,25,10.62,-1.6,4.54,0,0,0,0
2015-04-26,2015,4,26,12.46,2.54,7.52,0,0,0,0
2015-04-27,2015,4,27,13.16,4.54,8.88,0.04,0,0.04,0
2015-04-28,2015,4,28,18.66,5.28,12,0,0,0,0
2015-04-29,2015,4,29,19.18,6.42,12.82,0,0,0,0
2015-04-30,2015,4,30,17.06,6.08,11.62,0,0,0,0
2015-05-01,2015,5,1,21.02,7.58,14.32,0,0,0,0
2015-05-02,2015,5,2,21.98,7.68,14.86,0,0,0,0
2015-05-03,2015,5,3,25.16,8.14,16.68,0,0,0,0
2015-05-04,2015,5,4,22.96,10.62,16.82,0.16,0,0.38,0
2015-05-05,2015,5,5,16.38,7.14,11.78,0,0,0,0
2015-05-06,2015,5,6,,6.34,,0,0,0,0
2015-05-07,2015,5,7,22.9,8.44,15.68,0,0,0,0
2015-05-08,2015,5,8,25.14,10.7,17.96,0.76,0,0.76,0
2015-05-09,2015,5,9,27.14,12.7,19.96,5.2,0,5.26,0
2015-05-10,2015,5,10,,,,2.52,0,3.06,0
2015-05-11,2015,5,11,19.42,12.3,15.88,3.2,0,5.38,0
2015-05-12,2015,5,12,17.06,8.48,12.78,0,0,0,0
2015-05-13,2015,5,13,14.2,5.86,10.04,0,0,0,0
2015-05-14,2015,5,14,17.48,4.02,10.78,0,0,0,0
2015-05-15,2015,5,15,14.7,8.08,11.42,0.2,0,0.3,0
2015-05-16,2015,5,16,25.04,11.08,18.08,0.04,0,0.04,0
2015-05-17,2015,5,17,22.24,12.1,17.22,0,0,0,0
2015-05-18,2015,5,18,26.5,13.26,19.92,0,0,0,0
2015-05-19,2015,5,19,19.18,6.1,12.68,0,0,0,0
2015-05-20,2015,5,20,16.16,3.56,9.88,0,0,0,0
2015-05-21,2015,5,21,19.68,7.74,13.72,0,0,0,0
2015-05-22,2015,5,22,15.3,5.2,10.28,0,0,0,0
2015-05-23,2015,5,23,20.6,2.18,11.42,0,0,0,0
2015-05-24,2015,5,24,26.62,10.44,18.56,0.2,0,0.2,0
2015-05-25,2015,5,25,25.72,15.36,20.58,0.14,0,0.14,0
2015-05-26,2015,5,26,27.24,17.22,22.26,0,0,0,0
2015-05-27,2015,5,27,25.88,16.36,21.16,0,0,0,0
2015-05-28,2015,5,28,25.7,14.68,20.22,0,0,0,0
2015-05-29,2015,5,29,24.06,13.66,18.88,0,0,0,0
2015-05-30,2015,5,30,28,12.2,20.12,22.84,0,27.34,0
2015-05-31,2015,5,31,11.94,7.38,9.68,10.88,0,19.04,0
2015-06-01,2015,6,1,16.04,8.26,12.18,0,0,0,0
2015-06-02,2015,6,2,18.26,8.1,13.22,0,0,0,0
2015-06-03,2015,6,3,18.36,8.48,13.44,0,0,0,0
2015-06-04,2015,6,4,21.5,10.44,16,0,0,0,0
2015-06-05,2015,6,5,24.24,12.46,18.38,6.32,0,12.56,0
2015-06-06,2015,6,6,17.58,9.84,13.74,0,0,0,0
2015-06-07,2015,6,7,20,8.26,14.16,8.24,0,10.6,0
2015-06-08,2015,6,8,22.54,15.66,19.12,11.44,0,18.1,0
2015-06-09,2015,6,9,22.44,,,0.64,0,1.52,0
2015-06-10,2015,6,10,27.46,12.16,19.84,3.62,0,11.22,0
2015-06-11,2015,6,11,24,12.86,18.46,0.76,0,0.76,0
2015-06-12,2015,6,12,18.14,14.5,16.36,6.04,0,9.04,0
2015-06-13,2015,6,13,22.9,14.76,18.86,0,0,0,0
2015-06-14,2015,6,14,19.12,14.92,17.06,2.16,0,3.64,0
2015-06-15,2015,6,15,24.86,16.14,20.5,3.12,0,3.12,0
2015-06-16,2015,6,16,26.6,16.3,21.46,7.52,0,15.78,0
2015-06-17,2015,6,17,21.1,14.24,17.7,0,0,0,0
2015-06-18,2015,6,18,26.64,13.26,20,0,0,0,0
2015-06-19,2015,6,19,20.36,14.06,17.24,0,0,0,0
2015-06-20,2015,6,20,22.18,11.04,16.62,0,0,0,0
2015-06-21,2015,6,21,27.76,16.3,22.06,0,0,0,0
2015-06-22,2015,6,22,26.06,15.88,21,18.48,0,26.44,0
2015-06-23,2015,6,23,25.98,16.14,21.08,0.72,0,1.3,0
2015-06-24,2015,6,24,25.4,13.48,19.46,0,0,0,0
2015-06-25,2015,6,25,22.04,15.44,18.76,2.48,0,2.48,0
2015-06-26,2015,6,26,23.04,14.36,18.7,0,0,0,0
2015-06-27,2015,6,27,19.06,13.12,16.1,20.56,0,34.72,0
2015-06-28,2015,6,28,16.22,12.22,14.26,5.98,0,11.62,0
2015-06-29,2015,6,29,24,14.12,19.08,0,0,0,0
2015-06-30,2015,6,30,19.32,14.18,16.78,0.04,0,0.04,0
2015-07-01,2015,7,1,23.22,14.74,19,0,0,0,0
2015-07-02,2015,7,2,21.32,13.18,17.28,0,0,0,0
2015-07-03,2015,7,3,22.76,10.66,16.72,0,0,0,0
2015-07-04,2015,7,4,24.46,11.54,18.02,0,0,0,0
2015-07-05,2015,7,5,26.28,15,20.66,0,0,0,0
2015-07-06,2015,7,6,26.18,16.28,21.28,0,0,0,0
2015-07-07,2015,7,7,27.64,16.26,21.96,7.12,0,10.9,0
2015-07-08,2015,7,8,21.44,13.42,17.44,0,0,0,0
2015-07-09,2015,7,9,22.88,14.5,18.72,0,0,0,0
2015-07-10,2015,7,10,26.12,13.1,19.62,0,0,0,0
2015-07-11,2015,7,11,28.3,15.6,21.98,0,0,0,0
2015-07-12,2015,7,12,27.88,17.7,22.82,0,0,0,0
2015-07-13,2015,7,13,27.48,17.28,22.4,0,0,0,0
2015-07-14,2015,7,14,25.32,16.18,20.78,2.72,0,3.46,0
2015-07-15,2015,7,15,21.38,12.04,16.76,0,0,0.04,0
2015-07-16,2015,7,16,22.48,13.02,17.78,0,0,0,0
2015-07-17,2015,7,17,20.64,15.56,18.12,2.68,0,5.02,0
2015-07-18,2015,7,18,30.18,18.14,24.18,0,0,0.06,0
2015-07-19,2015,7,19,30.58,20.26,25.44,1.16,0,1.32,0
2015-07-20,2015,7,20,28.08,16.72,22.42,0,0,0,0
2015-07-21,2015,7,21,26.06,18.12,22.12,0,0,0,0
2015-07-22,2015,7,22,25.52,14.38,19.96,0,0,0,0
2015-07-23,2015,7,23,26.32,13.22,19.78,0,0,0,0
2015-07-24,2015,7,24,28.38,13.42,20.92,0,0,0,0
2015-07-25,2015,7,25,29.68,19.54,24.62,0,0,0,0
2015-07-26,2015,7,26,29.48,17.66,23.58,0,0,0,0
2015-07-27,2015,7,27,31.6,18.24,24.94,0,0,0,0
2015-07-28,2015,7,28,32.16,19.08,25.64,0,0,0,0
2015-07-29,2015,7,29,32.06,20.06,26.08,0,0,0,0
2015-07-30,2015,7,30,30.16,19.54,24.86,0,0,0,0
2015-07-31,2015,7,31,30.32,16.08,23.24,1,0,1.1,0
2015-08-01,2015,8,1,26.72,16.02,21.38,1.28,0,1.28,0
2015-08-02,2015,8,2,28.22,15.08,21.68,8.36,0,11.08,0
2015-08-03,2015,8,3,26.84,16.04,21.46,0.48,0,1.04,0
2015-08-04,2015,8,4,25.58,15.74,20.68,1.32,0,2.84,0
2015-08-05,2015,8,5,23.72,13.96,18.86,0,0,0,0
2015-08-06,2015,8,6,23.68,12.42,18.1,0,0,0,0
2015-08-07,2015,8,7,23.98,14.28,19.14,0,0,0,0
2015-08-08,2015,8,8,23.04,15.56,19.32,0,0,0,0
2015-08-09,2015,8,9,24.68,13.36,19.04,0,0,0,0
2015-08-10,2015,8,10,23.3,14.24,18.8,24.64,0,29.56,0
2015-08-11,2015,8,11,25.94,17.72,21.86,0,0,0.2,0
2015-08-12,2015,8,12,23.24,15.44,19.38,0,0,0,0
2015-08-13,2015,8,13,25.94,12.16,19.08,0.28,0,0.28,0
2015-08-14,2015,8,14,25.82,20,22.94,1.58,0,3.06,0
2015-08-15,2015,8,15,28.8,18.76,23.8,0,0,0,0
2015-08-16,2015,8,16,30.36,18.46,24.42,0,0,0,0
2015-08-17,2015,8,17,31.68,20.44,26.1,0,0,0,0
2015-08-18,2015,8,18,26.2,20.58,23.42,0.08,0,0.52,0
2015-08-19,2015,8,19,28.68,20.18,24.46,1.96,0,2.92,0
2015-08-20,2015,8,20,25.8,18.48,22.16,5.16,0,7.4,0
2015-08-21,2015,8,21,22.64,14.8,18.74,0.12,0,0.12,0
2015-08-22,2015,8,22,23.98,12.26,18.16,0,0,0,0
2015-08-23,2015,8,23,24.3,13.82,19.08,0.2,0,0.2,0
2015-08-24,2015,8,24,23.76,16.36,20.08,0.4,0,0.68,0
2015-08-25,2015,8,25,20.74,14.74,17.76,0.04,0,0.04,0
2015-08-26,2015,8,26,20.28,14.76,17.56,0,0,0,0
2015-08-27,2015,8,27,19.82,13.02,16.44,0,0,0,0
2015-08-28,2015,8,28,23.32,10.84,17.1,0,0,0,0
2015-08-29,2015,8,29,24.6,14.22,19.44,0,0,0,0
2015-08-30,2015,8,30,26.18,18.2,22.22,0,0,0,0
2015-08-31,2015,8,31,28.78,17.98,23.42,0,0,0,0
2015-09-01,2015,9,1,28.62,17.92,23.3,0,0,0,0
2015-09-02,2015,9,2,31.84,19.14,25.52,0.04,0,0.32,0
2015-09-03,2015,9,3,29.3,21.36,25.38,0,0,0,0
2015-09-04,2015,9,4,27.14,20.46,23.82,0,0,0,0
2015-09-05,2015,9,5,29.34,18.44,23.9,0,0,0,0
2015-09-06,2015,9,6,30.62,19.68,25.18,0,0,0,0
2015-09-07,2015,9,7,32.9,21.5,27.22,0.16,0,0.32,0
2015-09-08,2015,9,8,29.22,22.3,25.8,3.8,0,6.08,0
2015-09-09,2015,9,9,24.94,17.08,21.02,1.78,0,3.94,0
2015-09-10,2015,9,10,23.6,12.84,18.26,0,0,0,0
2015-09-11,2015,9,11,23.36,12.92,18.16,4.52,0,6.3,0
2015-09-12,2015,9,12,16.08,11.78,13.96,7.54,0,14.58,0
2015-09-13,2015,9,13,15.34,10.6,13,1.72,0,2.86,0
2015-09-14,2015,9,14,23.7,9.66,16.72,0,0,0,0
2015-09-15,2015,9,15,27.12,12.44,19.8,0,0,0,0
2015-09-16,2015,9,16,27.94,15.18,21.6,0,0,0,0
2015-09-17,2015,9,17,27.5,15.04,21.3,0,0,0,0
2015-09-18,2015,9,18,26.22,15.5,20.88,0.28,0,0.28,0
2015-09-19,2015,9,19,24.3,13.52,18.94,10.28,0,12.72,0
2015-09-20,2015,9,20,18.52,9.36,13.96,0,0,0,0
2015-09-21,2015,9,21,19.84,10.38,15.14,0,0,0,0
2015-09-22,2015,9,22,22.3,10.32,16.34,0,0,0,0
2015-09-23,2015,9,23,24.2,12.58,18.42,0,0,0,0
2015-09-24,2015,9,24,22.48,14.52,18.54,0,0,0,0
2015-09-25,2015,9,25,21.2,13.14,17.2,0,0,0,0
2015-09-26,2015,9,26,19.66,10.48,15.12,0,0,0,0
2015-09-27,2015,9,27,21.42,12.2,16.82,0.04,0,0.04,0
2015-09-28,2015,9,28,21.6,17.7,19.66,0.12,0,1.12,0
2015-09-29,2015,9,29,21.8,14.44,18.14,6,0,8.4,0
2015-09-30,2015,9,30,17.84,8.48,13.18,0,0,0,0
2015-10-01,2015,10,1,15.24,4.88,10.1,0,0,0,0
2015-10-02,2015,10,2,12.46,5,8.78,0,0,0,0
2015-10-03,2015,10,3,11.98,6.72,9.38,0.74,0,0.8,0
2015-10-04,2015,10,4,14.4,9.48,11.96,0.08,0,0.08,0
2015-10-05,2015,10,5,14.56,10.4,12.5,0.12,0,0.12,0
2015-10-06,2015,10,6,16.42,11.5,13.98,0,0,0,0
2015-10-07,2015,10,7,21.08,9.78,15.44,0,0,0,0
2015-10-08,2015,10,8,14.6,7.44,11.04,11.32,0,13.88,0
2015-10-09,2015,10,9,16.5,7.38,11.96,0.44,0,0.66,0
2015-10-10,2015,10,10,15.28,4.66,10,0,0,0,0
2015-10-11,2015,10,11,22.7,10.54,16.64,0,0,0,0
2015-10-12,2015,10,12,22.46,12.64,17.58,0.42,0,6.06,0
2015-10-13,2015,10,13,17.44,11.64,14.56,0.16,0,0.16,0
2015-10-14,2015,10,14,13.12,6.94,10.04,0.04,0,0.04,0
2015-10-15,2015,10,15,18.14,4.78,11.48,2.2,0,3,0
2015-10-16,2015,10,16,12.76,2.68,7.74,0.92,0,1.08,0
2015-10-17,2015,10,17,6.4,-0.52,2.98,0,0,0,0
2015-10-18,2015,10,18,6.46,-1.72,2.4,0,0,0,0
2015-10-19,2015,10,19,15.42,-1.4,7.04,0.68,0,0.86,0
2015-10-20,2015,10,20,,,,0.48,0,0.52,0
2015-10-21,2015,10,21,13.42,8.64,11.06,1.28,0,2.02,0
2015-10-22,2015,10,22,16.36,5.98,11.2,0,0,0,0
2015-10-23,2015,10,23,9.68,1,5.38,0,0,0,0
2015-10-24,2015,10,24,15.64,6.38,11.02,5.68,0,10.12,0
2015-10-25,2015,10,25,13.74,4.5,9.14,0.16,0,0.16,0
2015-10-26,2015,10,26,10.22,2.58,6.42,0,0,0,0
2015-10-27,2015,10,27,11.04,3,7.06,3.8,0,3.8,0
2015-10-28,2015,10,28,14.68,8.36,11.54,20.88,0,42.42,0
2015-10-29,2015,10,29,12.36,6.2,9.3,0.16,0,0.34,0
2015-10-30,2015,10,30,9.54,1.68,5.64,0.04,0,0.04,0
2015-10-31,2015,10,31,10.68,0.46,5.62,2.38,0,2.76,0
2015-11-01,2015,11,1,15.22,7.28,11.28,1.2,0,2.6,0
2015-11-02,2015,11,2,14.66,3.68,9.2,0,0,0,0
2015-11-03,2015,11,3,20.02,7.44,13.76,0,0,0,0
2015-11-04,2015,11,4,16.68,7.5,12.1,0,0,0,0
2015-11-05,2015,11,5,,8.78,,0.32,0,0.32,0
2015-11-06,2015,11,6,,,,1.02,0,1.64,0.2
2015-11-07,2015,11,7,12.38,3.88,8.16,0.06,0,0.06,0
2015-11-08,2015,11,8,10.48,1.5,6,0,0,0,0
2015-11-09,2015,11,9,11.5,-0.14,5.72,0,0,0,0
2015-11-10,2015,11,10,9.7,1.96,5.88,9.08,0,14.32,0
2015-11-11,2015,11,11,12.34,6.26,9.34,1.8,0,2.38,0.2
2015-11-12,2015,11,12,12.22,5.38,8.82,1.36,0,1.96,0
2015-11-13,2015,11,13,9.36,2.56,5.98,0.04,0,0.04,0
2015-11-14,2015,11,14,5.88,1.06,3.5,0,0,0,0
2015-11-15,2015,11,15,15.38,1.72,8.56,0,0,0,0
2015-11-16,2015,11,16,11.7,2.46,7.1,0,0,0,0
2015-11-17,2015,11,17,9.78,1.8,5.82,0,0,0,0
2015-11-18,2015,11,18,13.64,7.74,10.7,1.76,0,2.32,0
2015-11-19,2015,11,19,15.8,5.8,10.84,0.74,0,0.94,0
2015-11-20,2015,11,20,,1.2,,0,0,0,0
2015-11-21,2015,11,21,,0.86,,2.78,0,3.48,0
2015-11-22,2015,11,22,4.52,-3.42,0.56,0,0.28,0.32,0
2015-11-23,2015,11,23,2.4,-5.78,-1.7,0,0.84,0.96,0
2015-11-24,2015,11,24,6.22,-1.18,2.54,0,0.12,0.18,0.4
2015-11-25,2015,11,25,8.4,-2.48,3,0,0,0.04,0
2015-11-26,2015,11,26,13.98,4.68,9.34,0.08,0,0.08,0
2015-11-27,2015,11,27,13.42,1.8,7.64,1.36,0,2.56,0
2015-11-28,2015,11,28,1.98,-2.44,-0.24,0,0,0,0
2015-11-29,2015,11,29,3.58,-4.94,-0.7,0,0,0,0
2015-11-30,2015,11,30,3.56,-0.96,1.32,0,0,0,0
2015-12-01,2015,12,1,8.16,0.92,4.56,0.96,0,1.66,0
2015-12-02,2015,12,2,7.58,1.68,4.66,0,0,0,0
2015-12-03,2015,12,3,6.58,2.18,4.4,0.04,0,0.04,0
2015-12-04,2015,12,4,5.88,3.96,4.96,0,0,0,0
2015-12-05,2015,12,5,7.52,0.08,3.8,0,0,0,0
2015-12-06,2015,12,6,4.48,-1.68,1.42,0,0,0,0.2
2015-12-07,2015,12,7,5.44,-1.24,2.12,0,0,0,0.2
2015-12-08,2015,12,8,5.76,3.26,4.54,0,0,0,0.2
2015-12-09,2015,12,9,11.1,3.06,7.12,0.04,0,0.1,0
2015-12-10,2015,12,10,10.94,3.66,7.34,0,0,0,0
2015-12-11,2015,12,11,13.54,5.14,9.36,0,0,0,0
2015-12-12,2015,12,12,8.76,1.06,4.94,0,0,0.08,0
2015-12-13,2015,12,13,8.04,4.8,6.44,0.32,0,0.38,0
2015-12-14,2015,12,14,13.02,5.8,9.44,3.28,0,4.6,0
2015-12-15,2015,12,15,9.96,2.12,6.06,0.16,0,0.16,0
2015-12-16,2015,12,16,6.52,0.84,3.7,0.58,0,1.02,0
2015-12-17,2015,12,17,9.76,2.4,6.1,0.08,0,0.12,0
2015-12-18,2015,12,18,3.14,-1.8,0.68,0,0.04,0,0
2015-12-19,2015,12,19,-0.88,-3.14,-2.02,0,0.04,0,0
2015-12-20,2015,12,20,5.84,-3.1,1.4,0.04,0,0.04,0
2015-12-21,2015,12,21,8.26,4.12,6.22,3.52,0,4.92,0
2015-12-22,2015,12,22,12.64,4.5,8.6,0.52,0,0.98,0
2015-12-23,2015,12,23,,,,0.16,0,0.38,0
2015-12-24,2015,12,24,14.14,6.4,10.3,0,0,0,0
2015-12-25,2015,12,25,9.84,1.84,5.88,0,0,0,0
2015-12-26,2015,12,26,4.64,-0.9,1.88,1.2,0.08,2.14,0
2015-12-27,2015,12,27,3.72,-0.82,1.48,1.34,0.04,2.34,0
2015-12-28,2015,12,28,0.6,-6.4,-2.92,4.84,3.42,13.86,0
2015-12-29,2015,12,29,,,,4.18,0.08,8.04,3.4
2015-12-30,2015,12,30,3.96,1.18,2.6,0,0.18,0.28,1.8
2015-12-31,2015,12,31,1.92,0.18,1.06,0.08,0.16,0.2,0.8
2016-01-01,2016,1,1,0.5,-3.34,-1.44,0,0.6,0.52,0.8
2016-01-02,2016,1,2,0.98,-3.66,-1.36,0,0.04,0.08,1
2016-01-03,2016,1,3,1.86,-9.48,-3.84,0.04,0,0.08,0.4
2016-01-04,2016,1,4,-10.6,-14.94,-12.78,0,0,0.12,0.2
2016-01-05,2016,1,5,,-14.82,,0,0,0,0.2
2016-01-06,2016,1,6,2.46,-5.7,-1.64,0,0,0.06,0.2
2016-01-07,2016,1,7,3.62,-5.16,-0.8,0,0,0.24,0
2016-01-08,2016,1,8,,-3.28,,2.36,0,3.12,0
2016-01-09,2016,1,9,7.84,2.56,5.22,3.6,0,4.84,0
2016-01-10,2016,1,10,,,,10.28,0.72,16.38,0
2016-01-11,2016,1,11,-4.32,-9.44,-6.9,0.04,1.76,0.88,0.6
2016-01-12,2016,1,12,-1.28,-9.2,-5.26,0,3.76,2.84,3.8
2016-01-13,2016,1,13,-6.42,-9.88,-8.18,0.08,0.42,0.56,5.4
2016-01-14,2016,1,14,-1.34,-8.22,-4.8,0,0.48,0.36,5.2
2016-01-15,2016,1,15,4.6,-2.9,0.84,1.56,0,2.18,4
2016-01-16,2016,1,16,3.4,-3.36,1.11E-17,0.8,0,1.2,0.8
2016-01-17,2016,1,17,-0.14,-9.16,-4.68,0,0.04,0.04,0.4
2016-01-18,2016,1,18,-7.16,-11.32,-9.26,0,0.52,0.62,0.8
